CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1581,100040016202500011,202500011,2025-02-09,54,16,1,2,2,7,5,8,2025-02-06,2025-02-06,2025-02-09,13.146849,77.512603,"On 2025-02-09, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-19 area of Bengaluru Rural.  The matter was registered and taken up for investigation."
1582,300050028202500001,202500001,2025-12-19,98,28,2,1,2,9,8,9,2025-12-18,2025-12-18,2025-12-19,12.988285,77.610412,"A complaint was received on 2025-12-19 stating that a group of armed persons robbed the complainant's premises near Area-12, Bengaluru Urban.  Investigation has been initiated by the station."
1583,100250104202600007,202600007,2026-04-25,368,104,1,2,2,8,2,49,2026-04-22,2026-04-22,2026-04-25,13.915917,75.585872,"A complaint was received on 2026-04-25 stating that the complainant was robbed at knifepoint near Area-5, Shivamogga.  Investigation has been initiated by the station."
1584,100050021202500009,202500009,2025-04-13,69,21,1,2,7,24,8,9,2025-04-10,2025-04-10,2025-04-13,12.935652,77.607579,"A complaint was received on 2025-04-13 stating that the complainant's personal credentials were misused for financial fraud near Area-5, Bengaluru Urban.  Investigation has been initiated by the station."
1585,100240101202400003,202400003,2024-11-12,357,101,1,1,2,9,4,48,2024-11-11,2024-11-11,2024-11-12,12.686432,77.270523,"On 2024-11-12, the complainant reported that a group of armed persons robbed the complainant's premises at Area-14 area of Ramanagara.  The matter was registered and taken up for investigation."
1586,100060031202400004,202400004,2024-08-08,109,31,1,2,2,11,6,11,2024-08-05,2024-08-05,2024-08-08,18.013435,77.543696,"A complaint was received on 2024-08-08 stating that the complainant's vehicle was stolen from where it was parked near Area-4, Bidar.  Investigation has been initiated by the station."
1587,100050030202500012,202500012,2025-02-12,102,30,1,2,7,24,6,9,2025-02-10,2025-02-10,2025-02-12,12.871515,77.706722,"On 2025-02-12, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-18 locality, Bengaluru Urban district. "
1588,100220095202600007,202600007,2026-04-18,332,95,1,2,2,11,3,43,2026-04-16,2026-04-16,2026-04-18,12.363588,76.659171,"On 2026-04-18, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-19 area of Mysuru.  The matter was registered and taken up for investigation."
1589,100310125202500010,202500010,2025-03-12,444,125,1,2,7,24,8,61,2025-03-10,2025-03-10,2025-03-12,15.252267,76.379697,"On 2025-03-12, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-5 locality, Vijayanagara district. "
1590,100150067202500005,202500005,2025-11-27,227,67,1,2,3,12,3,30,2025-11-26,2025-11-26,2025-11-27,13.05154,76.210483,"On 2025-11-27, the complainant reported that the complainant was cheated of money on false pretences at Area-7 area of Hassan. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1591,100050019202500005,202500005,2025-01-26,63,19,1,2,2,10,4,9,2025-01-26,2025-01-26,2025-01-26,12.936625,77.526862,"On 2025-01-26, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-2 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1592,100140066202600002,202600002,2026-01-01,221,66,1,2,2,10,3,27,2026-01-01,2026-01-01,2026-01-01,15.442916,75.539819,"On 2026-01-01, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-8 area of Gadag. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1593,300010003202500002,202500002,2025-01-26,11,3,2,2,8,27,8,1,2025-01-25,2025-01-25,2025-01-26,16.119373,75.685466,"On 2025-01-26, the complainant reported that a family member has been missing since the reported date at Area-19 area of Bagalkot.  The matter was registered and taken up for investigation."
1594,100110046202500003,202500003,2025-11-15,157,46,1,1,5,20,8,21,2025-11-14,2025-11-14,2025-11-15,12.881502,74.859977,"On 2025-11-15, information was received at the station regarding a narcotics trafficking network was uncovered during a routine check in Area-19 locality, Dakshina Kannada district. Preliminary information suggests a pattern consistent with prior cases in the area."
1595,100150067202500006,202500006,2025-08-06,227,67,1,1,2,9,4,30,2025-08-05,2025-08-05,2025-08-06,13.017363,75.999418,"On 2025-08-06, the complainant reported that a group of armed persons robbed the complainant's premises at Area-5 area of Hassan.  The matter was registered and taken up for investigation."
1596,100050022202400007,202400007,2024-02-22,72,22,1,2,8,27,5,9,2024-02-22,2024-02-22,2024-02-22,12.990053,77.566153,"On 2024-02-22, information was received at the station regarding a family member has been missing since the reported date in Area-5 locality, Bengaluru Urban district. "
1597,100300121202600003,202600003,2026-04-04,428,121,1,2,3,12,3,60,2026-04-03,2026-04-03,2026-04-04,16.786887,77.078987,"On 2026-04-04, information was received at the station regarding the complainant was cheated of money on false pretences in Area-20 locality, Yadgir district. "
1598,100100043202600003,202600003,2026-04-21,146,43,1,2,3,12,3,19,2026-04-20,2026-04-20,2026-04-21,14.237713,76.426702,"A complaint was received on 2026-04-21 stating that the complainant was cheated of money on false pretences near Area-17, Chitradurga.  Investigation has been initiated by the station."
1599,100220096202600006,202600006,2026-01-21,336,96,1,2,7,24,8,44,2026-01-21,2026-01-21,2026-01-21,12.194921,76.615033,"A complaint was received on 2026-01-21 stating that the complainant's personal credentials were misused for financial fraud near Area-17, Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1600,100120052202500003,202500003,2025-01-02,177,52,1,2,4,16,7,23,2025-01-02,2025-01-02,2025-01-02,14.546297,76.002142,"On 2025-01-02, the complainant reported that the complainant was harassed for dowry by her in-laws at Area-19 area of Davanagere.  The matter was registered and taken up for investigation."
1601,100050024202400007,202400007,2024-05-02,82,24,1,2,2,10,7,9,2024-05-02,2024-05-02,2024-05-02,13.013503,77.611852,"On 2024-05-02, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-17 locality, Bengaluru Urban district. "
1602,100150069202500007,202500007,2025-05-13,236,69,1,2,3,12,8,30,2025-05-12,2025-05-12,2025-05-13,13.078188,76.140489,"On 2025-05-13, the complainant reported that the complainant was cheated of money on false pretences at Area-17 area of Hassan. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
1603,100290118202600006,202600006,2026-07-10,416,118,1,2,2,10,2,58,2026-07-07,2026-07-07,2026-07-10,16.757827,75.610052,"On 2026-07-10, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-7 locality, Vijayapura district. Preliminary information suggests a pattern consistent with prior cases in the area."
1604,100230097202400004,202400004,2024-12-11,342,97,1,2,2,8,5,46,2024-12-10,2024-12-10,2024-12-11,16.177198,77.279216,"On 2024-12-11, information was received at the station regarding the complainant was robbed at knifepoint in Area-4 locality, Raichur district. "
1605,100050021202600006,202600006,2026-07-10,69,21,1,2,2,6,1,9,2026-07-08,2026-07-08,2026-07-10,12.906945,77.519806,"On 2026-07-10, information was received at the station regarding property belonging to the complainant was stolen in Area-13 locality, Bengaluru Urban district. "
1606,100270113202600005,202600005,2026-07-10,398,113,1,2,2,11,2,53,2026-07-10,2026-07-10,2026-07-10,13.312434,74.722323,"On 2026-07-10, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-2 locality, Udupi district. Preliminary information suggests a pattern consistent with prior cases in the area."
1607,800050023202400001,202400001,2024-11-23,75,23,3,2,4,15,5,9,2024-11-20,2024-11-20,2024-11-23,12.941736,77.679406,"A complaint was received on 2024-11-23 stating that the complainant was subjected to domestic cruelty by family members near Area-11, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1608,100050030202500013,202500013,2025-08-03,105,30,1,2,6,21,3,10,2025-08-02,2025-08-02,2025-08-03,12.903218,77.55929,"On 2025-08-03, information was received at the station regarding a group of persons engaged in rioting and caused damage to property in Area-11 locality, Bengaluru Urban district. "
1609,100070034202600002,202600002,2026-02-22,117,34,1,2,2,10,4,13,2026-02-20,2026-02-20,2026-02-22,11.852223,76.962808,"On 2026-02-22, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-2 area of Chamarajanagar.  The matter was registered and taken up for investigation."
1610,100170078202500006,202500006,2025-02-06,270,78,1,2,2,11,8,34,2025-02-05,2025-02-05,2025-02-06,17.320895,76.779941,"On 2025-02-06, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-18 locality, Kalaburagi district. "
1611,100170078202600001,202600001,2026-04-14,271,78,1,2,7,24,2,34,2026-04-13,2026-04-13,2026-04-14,17.303274,76.92079,"A complaint was received on 2026-04-14 stating that the complainant's personal credentials were misused for financial fraud near Area-8, Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
1612,300020008202500001,202500001,2025-04-08,25,8,2,1,1,1,8,4,2025-04-08,2025-04-08,2025-04-08,15.248839,77.039257,"On 2025-04-08, the complainant reported that the victim was found dead under suspicious circumstances at Area-5 area of Ballari.  The matter was registered and taken up for investigation."
1613,100050019202500006,202500006,2025-09-11,63,19,1,2,3,14,4,10,2025-09-09,2025-09-09,2025-09-11,12.905899,77.676337,"On 2025-09-11, the complainant reported that counterfeit currency notes were found in circulation at Area-2 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
1614,100220094202600002,202600002,2026-02-18,329,94,1,2,2,10,4,43,2026-02-16,2026-02-16,2026-02-18,12.251398,76.55779,"A complaint was received on 2026-02-18 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-14, Mysuru.  Investigation has been initiated by the station."
1615,100180080202400004,202400004,2024-03-09,276,80,1,2,1,3,4,35,2024-03-06,2024-03-06,2024-03-09,12.521143,75.735428,"On 2024-03-09, the complainant reported that the victim sustained grievous injuries following an altercation at Area-3 area of Kodagu.  The matter was registered and taken up for investigation."
1616,100030014202500004,202500004,2025-09-01,49,14,1,2,2,8,3,5,2025-09-01,2025-09-01,2025-09-01,15.937785,74.481415,"A complaint was received on 2025-09-01 stating that the complainant was robbed at knifepoint near Area-3, Belagavi.  Investigation has been initiated by the station."
1617,100160071202500006,202500006,2025-09-27,241,71,1,2,2,11,3,31,2025-09-27,2025-09-27,2025-09-27,14.789525,75.405922,"A complaint was received on 2025-09-27 stating that the complainant's vehicle was stolen from where it was parked near Area-6, Haveri.  Investigation has been initiated by the station."
1618,100290119202500006,202500006,2025-10-22,421,119,1,1,2,9,3,58,2025-10-19,2025-10-19,2025-10-22,16.876592,75.782157,"On 2025-10-22, the complainant reported that a group of armed persons robbed the complainant's premises at Area-18 area of Vijayapura.  The matter was registered and taken up for investigation."
